tag,category,alias
head_between_thighs,0,
space_ereshkigal_(fate),4,"スペース・エレシュキガル,エレシュキガル(水着)"
heart_halo,0,
nekota_tsuna,4,"猫汰つな,ねこたぺすとりー"
sekaiju_no_meikyuu_1,3,
matoi_(pso2),4,マトイ
black_souls_2,3,
kanshou_&_bakuya_(fate),0,
rainbow_six_siege,3,"レインボーシックスシージ,rainbowsixsiege,R6S,Rainbow6Siege,R6Art,R6Community"
sombra_(overwatch),4,"ソンブラ,sombra"
catura_(granblue_fantasy),4,"シャトラ,シャトラ(グラブル)"
saionji_hiyoko,4,西園寺日寄子
incoming_punch,0,
world_is_mine_(vocaloid),3,ワールドイズマイン
shylily,4,"ShylilyArt,ShylilyNSFW,ShylilyLive,シャイリリー"
bc_freedom_school_uniform,0,
train_station_platform,0,"駅のホーム,プラットホーム"
ankha_(animal_crossing),4,"ナイル,ナイル(どうぶつの森),Ankha"
hoshino_(girls_und_panzer),4,"ホシノ,ホシノ(GuP),星野慶子,レオポンさんチーム,自動車部"
viewer_on_leash,0,
floating_neckwear,0,
shez_(female)_(fire_emblem),4,
covering_own_ears,0,
kayoko_(new_year)_(blue_archive),4,"正月カヨコ,鬼方カヨコ(正月)"
oktavia_von_seckendorff,4,"Oktavia_von_Seckendorff,オクタヴィア・フォン・ゼッケンドルフ"
type_97_(girls'_frontline),4,"97式,QBZ-97,97式自動歩槍,97式(ドールズフロントライン),97式(少女前線),QBZ-97(ドールズフロントライン),QBZ-97(少女前線)"
thumbs_down,0,サムズダウン
heavy,0,
cloud_hair_ornament,0,
rabbit_on_head,0,
elf-san_wa_yaserarenai.,3,"エルフさんは痩せられない。,エルフさんは痩せられない"
menacing_(jojo),0,ゴゴゴゴ
sauce,0,
takafuji_kako,4,鷹富士茄子
fake_video,0,
purple_border,0,
mud,0,どろ
neon_palette,0,"ネオン,ネオンカラー,蛍光色,荧光色,霓虹色,全息色,镭射色"
double_exposure,0,"多重露光,轮廓填充,负空间剪影"
scamp_(kancolle),4,"Scamp,Scamp(艦隊これくしょん),Scamp(艦これ),スキャンプ,スキャンプ(艦隊これくしょん),スキャンプ(艦これ)"
akira_(manga),3,アキラ
illyasviel_von_einzbern_(beast_style),4,
marina_(blue_archive),4,"池倉マリナ,マリナ,이케쿠라마리나,마리나"
ange_(princess_principal),4,"アンジェ(プリンセス・プリンシパル),アンジェ"
spider_print,0,
cast,0,
blue_archive_the_animation,3,ブルアカTVアニメ
da_capo,3,"ダ・カーポ,D.C."
sugoi_dekai,0,SUGOIDEKAI
sprite,0,
miku_symphony_(vocaloid),3,"初音ミクシンフォニー,初音シンフォニー"
hatterene,4,ブリムオン
yoshikawa_yuuko,4,吉川優子
summertime_render,3,"サマータイムレンダ,夏日重现"
red_male_underwear,0,
gradient_jacket,0,
graduation,0,"卒業,卒業式,毕业"
obese,0,"肥満化,男の肥満化"
tomori_nao,4,友利奈緒
hololive_dance_practice_uniform,0,ホロライブダンス練習着
hololive_grand_theft_auto,3,"holoGTA,holoGTAFA,ホロライブグランドセフトオート,ホロGTA,ホロライブGTA"
yatogami_tohka,4,"夜刀神十香,やとがみとおか"
green_sky,0,
trolling,0,
bisexual_male,0,
fortnite,3,"Fortnite,FortniteArt,フォートナイト,フォートナイトイラスト,フォトナ美術部,フォトナ"
vane_(granblue_fantasy),4,"ヴェイン,ヴェイン(グラブル)"
hands_on_another's_stomach,0,
kamina_(ttgl),4,カミナ
the_witcher_(series),3,"Witcher,witcher,Wiedzmin,ウィッチャー"
vigna_(arknights),4,"红豆,ヴィグナ(アークナイツ),ヴィグナ"
nanami_touko,4,七海燈子
mahou_shoujo_madoka_magica_movie_1_&_2,3,"劇場版魔法少女まどか☆マギカ,始まりの物語/永遠の物語"
mousepad_(object),0,鼠标垫
green_serafuku,0,
queen_of_sheba_(fate),4,"シバの女王,ミドラーシュのキャスター,シバの女王(Fate),示巴女王"
ellen_baker,4,"エレン・ベーカー,エレン先生,えっちなエレン先生,エレン・ベーカー先生"
bishoujo_senshi_sailor_moon_supers,3,
hoshino_hinata,4,星野ひなた
hangar,0,
pointing_down,0,
green_pubic_hair,0,
poi,0,"ポイ,っぽい,ぽい"
airi_(band)_(blue_archive),4,"栗村アイリ(バンド),アイリ(バンド)"
tegaki,0,手書きブログ
trotter_(honkai:_star_rail),4,次元プーマン
honoka_(doa),4,ほのか(DOA)
gesture,0,
baka_to_test_to_shoukanjuu,3,"バカとテストと召喚獣,バカテス,笨蛋测验召唤兽"
onigirya_(nekomata_okayu),4,"おにぎりゃー,おにおか"
impossible_sweater,0,
wrist_flower,0,
hoshino_miyako_(wataten),4,"星野みやこ,みゃー姉"
ring-con,0,
queen_of_spades_symbol,0,QOS
pani_poni_dash!,3,"ぱにぽに,ぱにぽにだっしゅ!"
crown_hair_ornament,0,
bident,0,二叉槍
holding_torpedo,0,
jack-o'-lantern_hair_ornament,0,
shirt_bow,0,
saileach_(arknights),4,"琴柳,Saileach,サイラッハ,サイラッハ(アークナイツ),サイラーハ,サイラーハ(アークナイツ)"
no_hair_ornament,0,
inari_one_(umamusume),4,"イナリワン,イナリワン(ウマ娘)"
yui_(angel_beats!),4,"ユイ,ユイ(AngelBeats!)"
lazy_eye,0,斜視
himejoshi,0,姫女子
rukuriri_(girls_und_panzer),4,"ルクリリ,ルクリリ(GuP),後田さん,聖グロリアーナ女学院,キャプリリ"
hanging_scroll,0,"掛軸,掛け軸"
utawarerumono:_itsuwari_no_kamen,3,"偽りの仮面,うたわれるもの"
anya's_heh_face_(meme),0,"よゆうのえみ,アーニャスマイル"
chen_(cat),4,
pirate_costume,0,
kimi_to_semi_blue_(idolmaster),0,キミとセミブルー
kirschtaria_wodime,4,キリシュタリア・ヴォーダイム
miyako_(hidamari_sketch),4,宮子
living_room,0,
orange_gemstone,0,
purple_camisole,0,
holding_dog,0,
bellibolt,4,ハラバリー
holding_lightsaber,0,
tateyama_ayano,4,"楯山文乃,アヤノ,シンアヤ"
god_eater_2:_rage_burst,3,"ゴッドイーター2,GE2RB"
rei_(cookie),4,"RI姉貴,RIくん,RI君"
yandere_trance,0,恍惚のヤンデレポーズ
swimsuit_skirt,0,
pleated_shirt,0,
zdrada_(helltaker),4,"ズドラーダ_(helltaker),ズドラーダ"
mikazuki_yozora,4,三日月夜空
atelier_totori,3,トトリのアトリエ
gradient_kimono,0,
tanaka_asuka,4,田中あすか
mp7_(girls'_frontline),4,"MP7,MP7(ドールズフロントライン),MP7(少女前線)"
forward_facing_horns,0,
pussy_cutout,0,
faputa,4,"ファプタ,法仆塔"
frilled_shawl,0,
inktober,0,"inktober,インクトーバー,いんくとーばー"
glory_hole,0,"ラッキーホール,グローリーホール"
getter_robo,3,"ゲッターロボ,GetterRobo"
hidden_star_in_four_seasons,3,"東方天空璋,天空璋"
cheren_(pokemon),4,"チェレン,チェレン先生,チェレン(トレーナー),チェレベル,チェレ主♀,チェレ主♂,チェレトコ"
haunter,4,"ゴースト,ゴースト(ポケモン)"
sailor_chibi_moon,4,"セーラーちびムーン,ちびムーン"
carrot_print,0,
stacking,0,
akuma_no_riddle,3,悪魔のリドル
dennou_shoujo_siro,4,"電脳少女YouTuberシロ,電脳少女シロ,SiroArt"
azusa_(swimsuit)_(blue_archive),4,アズサ(水着)
eriko_(princess_connect!),4,"倉石恵理子,エリコ(プリコネ),エリコ"
ao_no_kiseki,3,"碧の軌跡,軌跡シリーズ"
yokosuka_girls_marine_high_school_uniform,0,
cure_peace,4,キュアピース
holding_feather,0,
petra_macneary,4,"petra_macneary,ペトラ=マクネアリー"
leggings_under_shorts,0,
right-over-left_kimono,0,左前
oozora_subaru_(hololive_summer_2019),4,"大空スバル(ホロライブ・サマー2019),大空スバル(ホロサマ2019)"
amano_pikamee,4,"天野ピカミィ,amanopikamee,pikamee,pikart,pikatube,isekaipikamee,pikarmy"
cooperative_handjob,0,W手コキ
brown_robe,0,
snow_globe,0,"スノードーム,スノーグローブ,雪花球"
azki_(4th_costume)_(hololive),4,AZKi新ビジュアルお披露目
luo_xiaohei,4,"小黒,小黑,罗小黑,羅小黑,羅小黒,シャオヘイ"
glass_door,0,"ガラス戸,玻璃门"
ars_almal,4,"アルス・アルマル,マル描いてちょんっ,解き放たれし右手"
uneven_footwear,0,
byakugan,0,"白眼,백안"
kiritani_haruka,4,桐谷遥
snow_leopard_girl,0,
pink_babydoll,0,
nero_claudius_(olympian_bloomers)_(fate),4,"ネロブルマ,オリンピアの体操服"
reverse_nursing_handjob,0,"乳首舐め手コキ,乳首責め手コキ"
pixiv_fantasia_t,3,"pixivファンタジアT,ピクファンT,PFT新津新天地編"
touwa_erio,4,藤和エリオ
the_owl_house,3,"TheOwlHouse,theowlhouse,TOH,アウルハウス"
hibari_(senran_kagura),4,"雲雀,雲雀(閃乱カグラ)"
moose_ears,0,
tamamo_no_mae_(swimsuit_lancer)_(second_ascension)_(fate),4,
devil_may_cry_3,3,DMC3
racing_miku_(2022),4,レーシングミク2022
lil-la_(yu-gi-oh!),4,"Live☆Twinリィラ,Evil★Twinリィラ,リィラ,リィラ(遊戯王),Live☆Twinリィラ・トリート,Evil★Twinsキスキル・リィラ"
tenkajin_chiyari,4,"天火人ちやり,天火人千枪,텐카진치야리,天火人血枪"
abigail_williams_(second_ascension)_(fate),4,
flaming_hand,0,
rena_erindel,4,レナ
:s,0,
year_of_the_rooster,0,"酉年,鸡年"
unworn_hairband,0,
on_box,0,
shalom_(path_to_nowhere),4,"シャローム,瑟琳,샬롬"
breath_of_fire_ii,3,"ブレスオブファイア2,bof2"
mazinger_(series),3,マジンガー
foot_pussy,0,
witch_(madoka_magica),0,魔女(魔法少女まどか☆マギカ)
green_pajamas,0,
teamwork,0,
wii_fit,3,
bikini_around_one_leg,0,片足ビキニ
male_underwear_peek,0,
taichou_haori,0,
marvel_vs._capcom,3,"マーヴルVSカプコン,MVC,MARVELvsCAPCOM"
giant_male,0,"巨大男,巨大少年,巨大カップル"
red_outline,0,
fujimaru_ritsuka_(female)_(decisive_battle_chaldea_uniform),4,決戦用カルデア制服
kodomo_no_jikan,3,こどものじかん
ore_twintail_ni_narimasu,3,"俺、ツインテールになります。,俺、ツインテールになります,俺ツイ"
sparse_stubble,0,
gabriel_tenma_white,4,"天真=ガヴリール=ホワイト,ガヴリール,ガヴィーネ,ガヴサタ"
tamamo_cat_(first_ascension)_(fate),4,
accidental_pervert,0,ラッキースケベ
muv-luv_total_eclipse,3,"トータルイクリプス,トータル・イクリプス,TE_anime"
taokaka,4,タオカカ
ribbon_between_breasts,0,
oboro_muramasa,3,"朧村正,胧村正,雷神(朧村正)"
higashikata_josuke,4,"東方仗助,仗助,仗億"
flaming_eyes,0,
fruit_on_head,0,
queen's_gate,3,クイーンズゲイト
white_heart_(neptunia),4,"ホワイトハート,white_heart"
cowboy,0,"カウボーイ,카우보이,牛仔"
depth_charge,0,爆雷
sad_smile,0,
single_drill,0,
donut,0,
murasaki_shikibu_(first_ascension)_(fate),4,
anna_(fire_emblem),4,"アンナ,アンナ(ファイアーエムブレム),アンナ(FE)"
dorothy_(arknights),4,"多萝西,ドロシー(アークナイツ)"
sharingan,0,"写輪眼,寫輪眼,写轮眼,사륜안"
comiket,0,"コミケ,コミケット,コミックマーケット"
eiyuu_senki,3,英雄戦姫
print_pants,0,
purple_corset,0,
layered_gloves,0,
noi_(dorohedoro),4,能井
win_variation_(umamusume),4,"ウインバリアシオン,ウインバリアシオン(ウマ娘),凯旋芭蕾"
ookami_(game),3,大神
pink_feathers,0,
shaking_head,0,
kobeya_uniform,0,"神戸屋,神戸屋制服"
moe_moe_kyun!,0,"萌え萌えキューン!,MMQ"
measurements,0,
nenohi_(kancolle),4,"子日,子日(艦隊これくしょん),子日(艦これ)"
holding_milk_carton,0,
evertale,3,"エバーテイル,Evertale"
puppet_rings,0,
holding_crowbar,0,
high-visibility_vest,0,安全ベスト
drifloon,4,フワンテ
seliph_(fire_emblem),4,"セリス,セリス・バルドス・シアルフィ,seliph_baldos_chalphy,celice_baldos_chalphy"
against_window,0,
polaroid_photo,0,"ポラロイド,インスタントカメラ,拍立得,チェキ"
kemono_friends_2,3,けものフレンズ2
gingerbread_man,0,
sonia_nevermind,4,ソニア・ネヴァーマインド
suikawari,0,スイカ割り
lancelot_(fate/grand_order),4,ランスロット(Fate)
kuraue_hinata,4,倉上ひなた
tsukuyo_(blue_archive),4,"ツクヨ(ブルーアーカイブ),大野ツクヨ,츠쿠요"
holding_carrot,0,
zuikaku_kai_ni_(kancolle),4,瑞鶴改二
iron_blood_(emblem),0,
sweater_jacket,0,
space_ishtar_(fate),4,"スペース・イシュタル,スペースイシュタル"
yoru_mac,3,"特別じゃない、しあわせな時間。,夜マック,夜マック店長,夜マックアニメシリーズ"
flower_hairpin,0,
levi_(shingeki_no_kyojin),4,"リヴァイ,リヴァイ・アッカーマン"
dead_or_alive_xtreme,3,"デッドオアアライブエクストリ,DOAX,DOAXVV"
archery_shooting_glove,0,
cowering,0,カリスマガード
rubik's_cube,0,"ルービックキューブ,魔方"
404_(girls'_frontline),0,404小隊
aioi_yuuko,4,相生祐子
clothed_robot,0,
magatama_hair_ornament,0,
shuten_douji_(first_ascension)_(fate),4,
unhappy,0,
belldandy,4,ベルダンディー
meteion,4,"メーティオン,梅蒂恩,메테이온"
kasugano_sora,4,春日野穹
death-sensei_(mori_calliope),4,
side-seamed_legwear,0,
hip_armor,0,
makai_senki_disgaea_2,3,魔界戦記ディスガイア2
ashford_academy_school_uniform,0,
maki_(camp)_(blue_archive),4,
organs,0,
expression_chart,0,表情練習
symmetrical_pose,0,
chocolate_banana,0,チョコバナナ
suisei_no_gargantia,3,翠星のガルガンティア
fighting_game,0,"格ゲー,FGC"
dead_master,4,"デッドマスター,死亡主宰"
horned_hood,0,
coral_(pokemon),4,サンゴ(アニポケ)
ofuda_between_fingers,0,
bike_jersey,0,サイクルジャージ
agrias_oaks,4,"アグリアス,アグリアス・オークス"
persona_4:_the_ultimate_in_mayonaka_arena,3,"P4U,ペルソナ4ジ・アルティメットインマヨナカアリーナ"
jug_(bottle),0,
school_of_fish,0,"魚群,鱼群"
orange_sclera,0,
king_dedede,4,デデデ大王
holding_pickaxe,0,
map_(object),0,
golden_snub-nosed_monkey_(kemono_friends),4,"キンシコウ,キンシコウ(けものフレンズ)"
shugo_chara!,3,"しゅごキャラ!,しゅごキャラ,守护甜心,しゅごキャラ!!どきっ,しゅごキャラ!パーティー!"
houshou_marine_(marching_band),4,
hugging_another's_leg,0,
spines,0,
quad_braids,0,
monster_hunter_wilds,3,"MHWILDS,モンハンワイルズ"
ace_combat,3,エースコンバット
waist_sash,0,
vladilena_millize,4,"ヴラディレーナ・ミリーゼ,レーナ"
liver_city,3,"LiverCity,絵守未來プロジェクト"
multiple_monitors,0,
wooper,4,ウパー
isolated_island_oni,4,離島棲鬼
senbei,0,"煎餅,せんべい,仙贝"
nameless_dagger_(fate),0,無銘短剣
listener_(inugami_korone),4,
female_ejaculation_through_clothes,0,
signpost,0,"道標,道しるべ"
tea_party_(blue_archive),0,"ティーパーティー(ブルーアーカイブ),ティーパーティー"
swallowing,0,
clara_(honkai:_star_rail),4,"克拉拉,クラーラ,클라라,クラーラ(スターレイル)"
tour_guide,0,"案内人,あんないにん,ガイド,ツアーガイド"
white_mouth,0,
fingers_to_mouth,0,
black_pouch,0,
shigure_ui_(vtuber)_(young),4,"しぐれうい(9さい),ロリうい"
greek_cross,0,ギリシャ十字
unworn_legwear,0,
gundam_0083,3,"機動戦士ガンダム0083,ガンダム0083"
kumbhira_(granblue_fantasy),4,"クビラ,クビラ(グラブル)"
south_park,3,サウスパーク
pachirisu,4,パチリス
kousaka_umi,4,高坂海美
navi,4,"ナビィ(ゼルダの伝説),ナビィ"
higurashi_kagome,4,"日暮かごめ,日暮戈薇"
time_stop,0,"時間停止,時姦,時止め"
high_elf_archer_(goblin_slayer!),4,"妖精弓手,妖精弓手(ゴブリンスレイヤー)"
tickling_sides,0,
tennis,0,テニス
ribbon-trimmed_shirt,0,
morinaka_kazaki,4,"森中花咲,森中びじゅつかん"
dragon_ball_heroes,3,"ドラゴンボールヒーローズ,スーパードラゴンボールヒーローズ,SDBH"
rape_face,0,
gem_hair_ornament,0,
cat's_cradle,0,"あやとり,翻花绳,翻线戏"
divine_gate,3,"ディバインゲート,ディバゲ,DivineGate"
xinyan_(genshin_impact),4,"辛炎,辛炎(原神),辛焱,Xinyan,신염"
kafuu_chino's_school_uniform,0,
metal_gear_rising:_revengeance,3,"MGR,メタルギアライジング"
person_on_head,0,
gold_belt,0,
kikuzuki_(kancolle),4,"菊月,菊月(艦隊これくしょん),菊月(艦これ)"
toad_(mario),4,キノピオ
blood_halo,0,
fingering_from_behind,0,背後から手マン
noshiro_(azur_lane),4,"能代(アズールレーン),貅,能代"
pin,0,
blueberry_academy_school_uniform,0,
mia_taylor,4,"ミアテイラー,ミア・テイラー"
yuki_onna,0,雪女
tantei_opera_milky_holmes,3,"探偵オペラミルキィホームズ,ミルキィホームズ"
bubble_bath,0,泡風呂
itsuka_kotori,4,五河琴里
fungi_(genshin_impact),4,キノコン
calvin_klein,3,カルバン・クライン
morning_glory_print,0,
two-tone_pants,0,
henshin_pose,0,
fudo_yusei,4,不動遊星
w_over_eye,0,
penguin_costume,0,
yumehara_nozomi,4,夢原のぞみ
ushiromiya_maria,4,右代宮真里亞
red_wrist_cuffs,0,
testament_(guilty_gear),4,"テスタメント,テスタメント(ギルティギア)"
shogi,0,"将棋,쇼기"
kagura_suzu,0,神楽鈴
inuyasha_(character),4,"犬夜叉(主人公),犬夜叉"
year_of_the_pig,0,"亥年,猪年"
vita_(honkai_impact),4,"薇塔,ヴィータ,ヴィタ(崩壊3rd)"
kokoro_(hakui_koyori),4,kokoron
kai'sa,4,"Kai'Sa,カイ=サ,卡莎"
grani_(arknights),4,"格拉尼,グラニ,グラニ(アークナイツ)"
pink_fire,0,
crisis_core_final_fantasy_vii,3,"クライシスコア,CCFF7,CCFFVII,FF7CC,FFVIICC"
brown_serafuku,0,
learning_with_manga!_fgo,3,"マンガで分かる!Fate/GrandOrder,もっとマンガで分かる!Fate/GrandOrder,ますますマンガで分か!Fate/GrandOrder"
super_pochaco,4,すーぱーぽちゃ子
justice_gakuen,3,"ジャスティス学園,rival_schools,ジャス学,rivalschools"
bad_leg,0,
blue_mittens,0,
blue_wrist_cuffs,0,
red_panda_ears,0,
unworn_swimsuit,0,
asamiya_athena,4,麻宮アテナ
oryou_(fate),4,"お竜さん,お竜さん(Fate)"
ralts,4,ラルトス
shiina_mayuri,4,"椎名まゆり,まゆしぃ,トゥットゥル"
soldier:_76_(overwatch),4,"soldier76,ソルジャー76,R76,reaper76"
kuriyama_mirai,4,栗山未来
paw_print_soles,0,
titan_(shingeki_no_kyojin),4,
shirasagi_chisato,4,白鷺千聖
dodging,0,
megurigaoka_high_school_uniform,0,
tweyen_(granblue_fantasy),4,"ソーン(グラブル),ソーン"
dragonite,4,カイリュー
bedivere_(fate),4,ベディヴィエール(Fate)
layla_(idolmaster),4,"ライラ(シンデレラガールズ),ライラ(アイドルマスター),ライラさん"
washington_(kancolle),4,"Washington,Washington(艦これ),Washington(艦隊これくしょん),ワシントン(艦これ),ワシントン(艦隊これくしょん),ワシントン"
shiny_and_normal,0,
oar,0,"オール,櫂"
bamboo_shoot,0,"タケノコ,竹の子,筍,죽순"
cheese_trail,0,
bayonetta_2,3,
motoyui,0,元結い
snowbreak:_containment_zone,3,"尘白禁区,塵白禁區,Snowbreak,WhiteFortressBattlefront,ProjectSnow,スノブレ,スノウブレイク:禁域降臨,塵白禁域,スノウブレイク"
rhythmic_gymnastics,0,"新体操,艺术体操"
holding_barcode_scanner,0,
soda_(nikke),4,ソーダ(勝利の女神:NIKKE)
priestess,0,"女神官,Priestess"
aa-12_(girls'_frontline),4,"AA-12(少女前線),AA-12,AA-12(ドールズフロントライン)"
hanna-justina_marseille,4,"ハンナ・ユスティーナ・マルセイユ,Hanna-Justina,ハンナ・ユスティーナ・ヴァーリア・ロザリンド・ジークリンデ,ハンナ・ユスティーナ"
dildo_under_panties,0,
wireless_earphones,0,无线耳机
sketch_background,0,
daifuku_(yukihana_lamy),4,
piranha_plant,4,パックンフラワー
dirigible,0,飛行船
tokiwadai_school_gym_uniform,0,
flat_screen_tv,0,
becky_blackbell,4,ベッキー・ブラックベル
strawberry_cake,0,イチゴのケーキ
survey_corps_(emblem),0,"調査兵団,調查兵團,调查兵团,조사병단"
kimi_kiss,3,キミキス
holding_watering_can,0,
greninja,4,ゲッコウガ
wii_fit_trainer,4,"Wiiフィットトレーナー,WiiFitトレーナー"
yakisoba,0,"焼きそば,焼き蕎麦,焼そば,やきそば"
paradeus,0,"帕拉蒂斯,パラデウス,涅托,nyto"
toujou_koneko,4,塔城小猫
kuromiya_raika_(kuromiya),4,黒宮雷華
larry_(pokemon),4,"アオキ(トレーナー),アオキ,アオキ(ポケモン),청목,青木"
flailing,0,
staff_of_homa_(genshin_impact),0,"护摩之杖,護摩の杖"
ryuuhou_(kancolle),4,"龍鳳,龍鳳(艦隊これくしょん),龍鳳(艦これ)"
white_helmet,0,
pink_sarong,0,
makoto_(princess_connect!),4,"マコト(プリコネ),マコト,安芸真琴"
double_strap_slip,0,
pokemon_unite,3,"ポケモンユナイト,ポケモンunite,포켓몬유나이트,宝可梦大集结,PokemonUNITE"
white_blindfold,0,
patterned_legwear,0,
frankenstein's_monster_(swimsuit_saber)_(fate),4,フランケンシュタイン(水着)
black_trim,0,
arle_nadja,4,"アルル,アルル・ナジャ,亚鲁鲁·娜嘉,亞魯魯,아르르,シェアル"
penetration_gesture,0,
alternate_pectoral_size,0,
striped_pajamas,0,
izumi_(blue_archive),4,"獅子堂イズミ,시시도우이즈미"
unworn_gag,0,
ozen,4,"オーゼン,奥森"
green_sports_bra,0,
ch'en_the_holungday_(arknights),4,"假日威龙陈,遊龍チェン"
wide_face,0,へちょ絵
worm,0,
green_eyeshadow,0,
flygon,4,フライゴン
lifeguard,0,ライフガード
inui_sajuna,4,乾紗寿叶
pectoral_focus,0,
nico_nico_nii,0,にっこにっこにー
open_pajamas,0,
implied_pantyshot,0,
blue_lock,3,"ブルーロック,腐ルーロック,蓝色监狱,ブルーロックFA,夢ロック,夢ルーロック,bllプラス,青檻プラス"
whale_hat,0,
rosario+vampire,3,ロザリオとバンパイア
nagant_revolver_(girls'_frontline),4,"ナガンM1895,M1895,M1895(少女前線),M1895(ドールズフロントライン)"
thick_chest_hair,0,
degenbrecher_(arknights),4,"黑骑士,锏,デーゲンブレヒャー(アークナイツ),鐧,데겐블레허"
hatake_kakashi,4,"はたけカカシ,六代目火影"
keyring,0,
school_rumble,3,スクールランブル
larcei_(fire_emblem),4,ラクチェ
indie_utaite,3,
kiso_kai_ni_(kancolle),4,木曾改二
chibi_on_head,0,
reshiram,4,レシラム
nero_claudius_(bride)_(second_ascension)_(fate),4,
daiichi_ruby_(umamusume),4,ダイイチルビー(ウマ娘)
sanada_akihiko,4,真田明彦
ookami_mio_(street),4,"大神ミオ(おでかけ衣装),大神ミオ(おでかけ),大神ミオ(私服)"
mask_over_one_eye,0,
naked_paint,0,
inner_senshi,0,内部太陽系戦士
cockroach,0,"🪳,ゴキブリ,アブラムシ,アマメ"
kappa,0,河童
glove_pull,0,
swablu,4,チルット
hokuto_no_ken,3,"北斗の拳,北斗の艦,北斗の拳ニンジン味,北東の拳,北斗の拳イチゴ味,北斗神拳"
sayagata,0,紗綾形
mountain_of_faith,3,"東方風神録,風神録"
happy_facial,0,
hiyori_(swimsuit)_(blue_archive),4,槌永ヒヨリ(水着)
minoto,4,ミノト
totodile,4,ワニノコ
x_arms,0,
naka_kai_ni_(kancolle),4,
bus_interior,0,バス
eve_(stellar_blade),4,"Eve,イヴ(Stellar_Blade),イヴ"
blowhole,0,
stomach_growling,0,"腹の虫,腹の音"
kuramoto_china,4,"倉本千奈,倉本千奈生誕祭2024,倉本千奈誕生祭2024"
splatoon_3:_side_order,3,SideOrder
kan'u_unchou,4,関羽雲長
yellow_feathers,0,
wii_fit_trainer_(female),4,WiiFitトレーナー
floating_sword,0,
strength_(black_rock_shooter),4,"ストレングス,strength"
record_of_lodoss_war,3,ロードス島戦記
yellow_sailor_collar,0,
sharing_food,0,
cupless_bikini,0,
tsukikage_yuri,4,月影ゆり
tower_of_fantasy,3,"幻塔手游,幻塔,TowerofFantasy,Tower_of_Fantasy,TOF"
super_mario_odyssey,3,"スーパーマリオオデッセイ,オデッセイ"
pickelhaube,0,ピッケルハウベ
yamagou_ayumi,4,"山郷あゆみ,ウサギさんチーム"
primarina,4,アシレーヌ
bursting_ass,0,
tucked_money,0,
portgas_d._ace,4,ポートガス・D・エース
short_yukata,0,ミニ浴衣
traffic,0,"交通,こうつう"
holding_paddle,0,
arm_shield,0,
takemi_tae,4,"たけみたえ,武見妙"
bokukawauso,4,ボクカワウソ
holding_racket,0,
spiked_helmet,0,
yoshimi_(band)_(blue_archive),4,"伊原木ヨシミ(バンド),ヨシミ(バンド)"
brushing_own_hair,0,
charisma_break,0,カリスマブレイク
higuchi_kaede_(1st_costume),4,"樋口楓(通常),樋口楓(冬制服)"
joseph_joestar_(young),4,ジョセフ・ジョースター
cagalli_yula_athha,4,カガリ・ユラ・アスハ
venusaur,4,フシギバナ
knit_hat,0,"ニット帽,비니"
hedgehog,0,"🦔,ハリネズミ"
invisible_floor,0,
nier_(granblue_fantasy),4,"ニーア(グラブル),ニーア"
yellow_umbrella,0,
bazett_fraga_mcremitz,4,"バゼット・フラガ・マクレミッツ,バゼット"
stuffed_bird,0,
tailjob,0,
buttjob_over_clothes,0,
pleading_face_emoji,0,"🥺,ぴえん"
tarot_card,0,
the_great_ace_attorney,3,"大逆転裁判,tgaa,dgs,大逆转裁判,thegreataceattorney"
sailor_collar_lift,0,
super_mushroom,0,スーパーキノコ
koyanskaya_(assassin)_(first_ascension)_(fate),4,
swirl,0,
numby_(honkai:_star_rail),4,"カブ(スターレイル),トパーズ&カブ"
covering_chest,0,
senkou_hanabi,0,線香花火
planted_umbrella,0,
ichii_yui,4,櫟井唯
alpha_(pgr),4,"深红之渊,深红囚影"
multicolored_necktie,0,
arms_on_knees,0,
long_hoodie,0,
gallade,4,エルレイド
gerudo_set_(zelda),0,ゲルドリンク
singlet,0,シングレット
oda_nobunaga_(swimsuit_berserker)_(fate),4,織田信長(水着)
buried,0,
snow_on_head,0,
diamond_(houseki_no_kuni),4,ダイヤモンド(宝石の国)
orange_cat,0,
trapped,0,
bikini_tug,0,
holding_jar,0,
spiked_armor,0,
kneeless_mermaid,0,
hoshina_hikaru,4,星奈ひかる
cheshire_cat_(alice_in_wonderland),4,チェシャ猫
wet_face,0,
lace-trimmed_headwear,0,
extended_downblouse,0,
undone_neckerchief,0,
kei_(robot)_(blue_archive),4,
25-ji_miku,4,"ニーゴミク,25Miku"
shirt_under_dress,0,
recurring_image,0,
magic:_the_gathering,3,"MTG,マジック:ザ・ギャザリング,マジック・ザ・ギャザリング"
object_in_clothes,0,
kaneki_ken,4,金木研
artoria_pendragon_(swimsuit_archer)_(fate),4,アルトリア・ペンドラゴン(水着)
qingque_(honkai:_star_rail),4,"青雀,Qingque"
spork,0,"先割れスプーン,스포크,叉勺"
minazuki_(kancolle),4,"水無月,水無月(艦隊これくしょん),水無月(艦これ)"
squigly_(skullgirls),4,"squigly,スクィグリー"
dollar_sign,0,
orange_bandana,0,
mugshot,0,"マグショット,入狱照,入案照,入监照"
blue_corset,0,
mary_(ib),4,"メアリー(Ib),メアリー"
myoudouin_itsuki,4,明堂院いつき
amazon_(company),3,Amazon
lewis_smith,4,"ルイス・スミス,スミイサ"
project_kv,3,"プロジェクトKV,ProjectKV"
